Timestamp,Rede,Token,Cotação USD,Cotação BRL,Preço do Gas (em gwei)
2026-02-25T23:45:17.116Z,BNB Chain,binancecoin,624.9400,3203.6500,0.0500000000
2026-02-25T23:45:17.799Z,Polygon,polygon-ecosystem-token,0.1138,0.5834,104.3051774000
2026-02-26T00:00:22.789Z,Ethereum,ethereum,2055.1000,10531.3400,0.0596771030
2026-02-26T00:00:28.417Z,BNB Chain,binancecoin,629.4000,3225.3700,0.0500000000
2026-02-26T00:00:29.062Z,Polygon,polygon-ecosystem-token,0.1137,0.5827,157.7888857000
2026-02-26T00:15:48.434Z,Ethereum,ethereum,2064.0500,10577.2000,0.2769859460
2026-02-26T00:15:50.648Z,BNB Chain,binancecoin,630.9400,3233.2400,0.0500000000
2026-02-26T00:15:51.331Z,Polygon,polygon-ecosystem-token,0.1138,0.5832,231.6137525000
2026-02-26T00:30:15.686Z,Ethereum,ethereum,2070.2700,10609.0900,0.1570870300
2026-02-26T00:30:18.006Z,BNB Chain,binancecoin,632.3400,3240.4400,0.0500000000
2026-02-26T00:30:18.712Z,Polygon,polygon-ecosystem-token,0.1141,0.5846,74.5567062000
2026-02-26T00:45:25.067Z,Ethereum,ethereum,2058.6700,10549.6700,0.1244564630
2026-02-26T00:45:27.232Z,BNB Chain,binancecoin,629.7400,3227.1100,0.0500000000
2026-02-26T00:45:27.915Z,Polygon,polygon-ecosystem-token,0.1131,0.5795,248.0433978000
2026-02-26T01:00:22.869Z,Ethereum,ethereum,2062.4400,10568.9800,0.0642056320
2026-02-26T01:00:25.017Z,BNB Chain,binancecoin,630.0900,3228.8900,0.0500000000
2026-02-26T01:00:25.663Z,Polygon,polygon-ecosystem-token,0.1131,0.5794,155.2755785000
2026-02-26T01:15:29.576Z,Ethereum,ethereum,2061.3100,10563.1800,0.0645799520
2026-02-26T01:15:31.686Z,BNB Chain,binancecoin,631.5000,3236.1200,0.0500000000
2026-02-26T01:15:32.323Z,Polygon,polygon-ecosystem-token,0.1133,0.5806,104.3313794000
2026-02-26T01:30:13.402Z,Ethereum,ethereum,2057.4900,10543.6000,0.0552808670
2026-02-26T01:30:15.651Z,BNB Chain,binancecoin,631.0400,3233.7600,0.0500000000
2026-02-26T01:30:16.060Z,Polygon,polygon-ecosystem-token,0.1135,0.5815,140.4080789000
2026-02-26T01:45:22.709Z,Ethereum,ethereum,2062.8300,10570.9500,0.0573389150
2026-02-26T01:45:24.855Z,BNB Chain,binancecoin,629.1300,3223.9700,0.0500000000
2026-02-26T01:45:25.601Z,Polygon,polygon-ecosystem-token,0.1135,0.5816,206.7989364000
2026-02-26T02:00:22.560Z,Ethereum,ethereum,2059.3200,10554.4100,0.0485884920
2026-02-26T02:00:24.753Z,BNB Chain,binancecoin,627.9900,3218.5700,0.0500000000
2026-02-26T02:00:25.425Z,Polygon,polygon-ecosystem-token,0.1131,0.5797,136.2589923000
2026-02-26T02:15:15.153Z,Ethereum,ethereum,2040.8900,10459.9800,0.0595201250
2026-02-26T02:15:17.712Z,BNB Chain,binancecoin,625.9600,3208.1500,0.0500000000
2026-02-26T02:15:18.396Z,Polygon,polygon-ecosystem-token,0.1125,0.5765,29.8436503000
2026-02-26T02:30:15.709Z,Ethereum,ethereum,2046.1300,10486.8100,0.0429006340
2026-02-26T02:30:17.943Z,BNB Chain,binancecoin,626.2500,3209.6700,0.0500000000
2026-02-26T02:30:18.648Z,Polygon,polygon-ecosystem-token,0.1133,0.5807,29.8436503000
2026-02-26T02:45:15.587Z,Ethereum,ethereum,2053.6400,10525.5300,0.0467493720
2026-02-26T02:45:17.780Z,BNB Chain,binancecoin,626.8400,3212.7600,0.0500000000
2026-02-26T02:45:18.489Z,Polygon,polygon-ecosystem-token,0.1136,0.5822,96.9003196200
2026-02-26T03:00:21.677Z,Ethereum,ethereum,2054.2300,10527.9500,0.0414742410
2026-02-26T03:00:23.931Z,BNB Chain,binancecoin,628.2200,3219.6100,0.0500000000
2026-02-26T03:00:24.572Z,Polygon,polygon-ecosystem-token,0.1137,0.5826,131.1348631000
2026-02-26T03:15:22.232Z,Ethereum,ethereum,2049.7500,10505.1500,0.0444367490
2026-02-26T03:15:24.482Z,BNB Chain,binancecoin,627.1800,3214.3400,0.0500000000
2026-02-26T03:15:25.171Z,Polygon,polygon-ecosystem-token,0.1133,0.5808,95.6457099500
2026-02-26T03:30:22.721Z,Ethereum,ethereum,2051.6900,10515.3400,0.0411609070
2026-02-26T03:30:25.182Z,BNB Chain,binancecoin,626.9200,3213.1100,0.0500000000
2026-02-26T03:30:25.860Z,Polygon,polygon-ecosystem-token,0.1134,0.5815,160.0979705000
2026-02-26T03:45:15.627Z,Ethereum,ethereum,2057.9300,10546.8800,0.0486930820
2026-02-26T03:45:17.710Z,BNB Chain,binancecoin,628.2900,3220.0000,0.0500000000
2026-02-26T03:45:18.390Z,Polygon,polygon-ecosystem-token,0.1140,0.5841,29.8436503000
2026-02-26T04:00:22.824Z,Ethereum,ethereum,2055.1000,10532.3700,0.0425605380
2026-02-26T04:00:25.043Z,BNB Chain,binancecoin,628.0500,3218.7700,0.0500000000
2026-02-26T04:00:25.709Z,Polygon,polygon-ecosystem-token,0.1138,0.5834,223.7309068000
2026-02-26T04:15:15.729Z,Ethereum,ethereum,2063.8600,10577.4900,0.0469092420
2026-02-26T04:15:17.929Z,BNB Chain,binancecoin,629.2500,3224.9500,0.0500000000
2026-02-26T04:15:18.628Z,Polygon,polygon-ecosystem-token,0.1140,0.5845,87.2336535300
2026-02-26T04:30:16.258Z,Ethereum,ethereum,2064.5200,10581.6800,0.0421078870
2026-02-26T04:30:18.750Z,BNB Chain,binancecoin,629.2700,3225.3000,0.0500000000
2026-02-26T04:30:19.448Z,Polygon,polygon-ecosystem-token,0.1131,0.5799,132.9108060000
2026-02-26T04:45:20.017Z,Ethereum,ethereum,2076.3200,10641.5700,0.0897016840
2026-02-26T04:45:22.195Z,BNB Chain,binancecoin,630.9100,3233.5300,0.0500000000
2026-02-26T04:45:22.823Z,Polygon,polygon-ecosystem-token,0.1137,0.5825,99.6003229100
2026-02-26T05:00:20.166Z,Ethereum,ethereum,2075.8200,10639.5100,0.0499598840
2026-02-26T05:00:22.342Z,BNB Chain,binancecoin,631.0700,3234.5100,0.0500000000
2026-02-26T05:00:23.014Z,Polygon,polygon-ecosystem-token,0.1134,0.5811,107.3290299000
2026-02-26T05:15:22.720Z,Ethereum,ethereum,2064.0500,10579.1700,0.0678025350
2026-02-26T05:15:25.203Z,BNB Chain,binancecoin,627.7000,3217.2200,0.0500000000
2026-02-26T05:15:25.904Z,Polygon,polygon-ecosystem-token,0.1125,0.5766,140.9409862000
2026-02-26T05:30:16.420Z,Ethereum,ethereum,2065.4500,10587.7100,0.0413079810
2026-02-26T05:30:18.622Z,BNB Chain,binancecoin,627.8900,3218.6300,0.0500000000
2026-02-26T05:30:19.278Z,Polygon,polygon-ecosystem-token,0.1126,0.5773,128.8379679000
2026-02-26T05:45:16.179Z,Ethereum,ethereum,2064.8400,10583.9600,0.0421323660
2026-02-26T05:45:18.738Z,BNB Chain,binancecoin,628.4100,3221.1300,0.0500000000
2026-02-26T05:45:19.357Z,Polygon,polygon-ecosystem-token,0.1127,0.5776,135.3697892000
2026-02-26T06:00:14.011Z,Ethereum,ethereum,2065.8600,10587.3200,0.0420122400
2026-02-26T06:00:16.543Z,BNB Chain,binancecoin,628.3900,3220.4600,0.0500000000
2026-02-26T06:00:17.211Z,Polygon,polygon-ecosystem-token,0.1126,0.5772,150.0639182000
2026-02-26T06:15:16.462Z,Ethereum,ethereum,2072.9900,10624.0800,0.0464434650
2026-02-26T06:15:18.862Z,BNB Chain,binancecoin,628.8300,3222.7300,0.0500000000
2026-02-26T06:15:19.583Z,Polygon,polygon-ecosystem-token,0.1126,0.5770,99.0278298500
2026-02-26T06:30:15.476Z,Ethereum,ethereum,2067.7700,10598.3500,0.0469608440
2026-02-26T06:30:18.098Z,BNB Chain,binancecoin,628.1300,3219.4600,0.0500000000
2026-02-26T06:30:18.793Z,Polygon,polygon-ecosystem-token,0.1122,0.5749,131.0023522000
2026-02-26T06:45:15.318Z,Ethereum,ethereum,2062.2700,10569.9500,0.0447425160
2026-02-26T06:45:18.054Z,BNB Chain,binancecoin,626.3500,3210.2900,0.0500000000
2026-02-26T06:45:18.765Z,Polygon,polygon-ecosystem-token,0.1120,0.5742,104.3935135000
2026-02-26T07:00:16.076Z,Ethereum,ethereum,2062.6200,10571.0200,0.0437424020
2026-02-26T07:00:18.886Z,BNB Chain,binancecoin,626.8100,3212.4500,0.0500000000
2026-02-26T07:00:19.597Z,Polygon,polygon-ecosystem-token,0.1121,0.5746,122.4854306000
2026-02-26T07:15:15.724Z,Ethereum,ethereum,2065.5100,10585.9400,0.0422254680
2026-02-26T07:15:18.046Z,BNB Chain,binancecoin,627.6900,3216.9900,0.0500000000
2026-02-26T07:15:18.729Z,Polygon,polygon-ecosystem-token,0.1122,0.5752,148.8319823000
2026-02-26T07:30:15.447Z,Ethereum,ethereum,2063.3800,10575.8700,0.0459874640
2026-02-26T07:30:17.480Z,BNB Chain,binancecoin,628.0700,3219.1500,0.0500000000
2026-02-26T07:30:17.924Z,Polygon,polygon-ecosystem-token,0.1120,0.5742,144.6840516000
2026-02-26T07:45:15.382Z,Ethereum,ethereum,2058.4800,10548.8000,0.0459931370
2026-02-26T07:45:17.074Z,BNB Chain,binancecoin,626.2000,3209.0100,0.0500000000
2026-02-26T07:45:17.458Z,Polygon,polygon-ecosystem-token,0.1114,0.5711,100.0849599000
2026-02-26T08:00:23.313Z,Ethereum,ethereum,2054.0900,10535.0400,0.0470492520
2026-02-26T08:00:25.842Z,BNB Chain,binancecoin,625.7700,3209.4400,0.0500000000
2026-02-26T08:00:26.553Z,Polygon,polygon-ecosystem-token,0.1112,0.5702,128.4572417000
2026-02-26T08:15:24.679Z,Ethereum,ethereum,2051.3500,10518.3000,0.0516920910
2026-02-26T08:15:26.924Z,BNB Chain,binancecoin,626.6800,3213.3100,0.0500000000
2026-02-26T08:15:27.697Z,Polygon,polygon-ecosystem-token,0.1106,0.5672,145.2438739000
2026-02-26T08:30:14.044Z,Ethereum,ethereum,2049.2800,10513.8300,0.0692907810
2026-02-26T08:30:16.140Z,BNB Chain,binancecoin,627.2700,3218.2100,0.0500000000
2026-02-26T08:30:16.558Z,Polygon,polygon-ecosystem-token,0.1107,0.5679,155.2932738000
2026-02-26T08:45:16.171Z,Ethereum,ethereum,2048.5800,10510.0400,0.0525953950
2026-02-26T08:45:18.403Z,BNB Chain,binancecoin,626.9800,3216.6800,0.0500000000
2026-02-26T08:45:19.113Z,Polygon,polygon-ecosystem-token,0.1108,0.5683,92.0636751900
2026-02-26T09:00:16.658Z,Ethereum,ethereum,2054.0800,10539.3000,0.0444112770
2026-02-26T09:00:19.198Z,BNB Chain,binancecoin,626.5300,3214.6700,0.0500000000
2026-02-26T09:00:19.862Z,Polygon,polygon-ecosystem-token,0.1103,0.5658,181.6635107000
2026-02-26T09:15:13.364Z,Ethereum,ethereum,2065.9400,10596.6200,0.0630840890
2026-02-26T09:15:15.955Z,BNB Chain,binancecoin,629.4900,3228.7600,0.0500000000
2026-02-26T09:15:16.366Z,Polygon,polygon-ecosystem-token,0.1110,0.5694,69.2917673100
2026-02-26T09:30:23.546Z,Ethereum,ethereum,2065.3100,10600.6300,0.0432963050
2026-02-26T09:30:25.959Z,BNB Chain,binancecoin,628.9400,3228.1500,0.0500000000
2026-02-26T09:30:26.634Z,Polygon,polygon-ecosystem-token,0.1108,0.5687,125.9956734000
2026-02-26T09:45:22.317Z,Ethereum,ethereum,2073.8600,10637.8800,0.0633011170
2026-02-26T09:45:24.571Z,BNB Chain,binancecoin,629.2600,3227.7900,0.0500000000
2026-02-26T09:45:25.232Z,Polygon,polygon-ecosystem-token,0.1111,0.5699,135.4152447000
2026-02-26T10:00:15.662Z,Ethereum,ethereum,2074.6700,10650.9200,0.0488564330
2026-02-26T10:00:18.163Z,BNB Chain,binancecoin,629.5800,3232.1400,0.0500000000
2026-02-26T10:00:18.823Z,Polygon,polygon-ecosystem-token,0.1111,0.5702,105.7816595000
2026-02-26T10:15:15.590Z,Ethereum,ethereum,2075.4300,10648.1800,0.0689847630
2026-02-26T10:15:18.131Z,BNB Chain,binancecoin,628.4100,3224.1200,0.0500000000
2026-02-26T10:15:18.754Z,Polygon,polygon-ecosystem-token,0.1111,0.5699,147.9999699000
2026-02-26T10:30:14.933Z,Ethereum,ethereum,2069.9400,10615.2600,0.0639586990
2026-02-26T10:30:17.040Z,BNB Chain,binancecoin,628.1300,3221.2400,0.0500000000
2026-02-26T10:30:17.676Z,Polygon,polygon-ecosystem-token,0.1112,0.5702,84.6660179400
2026-02-26T10:45:13.728Z,Ethereum,ethereum,2070.3300,10617.9100,0.0497549110
2026-02-26T10:45:15.848Z,BNB Chain,binancecoin,626.7100,3214.1200,0.0500000000
2026-02-26T10:45:16.481Z,Polygon,polygon-ecosystem-token,0.1112,0.5705,117.9628061000
2026-02-26T11:00:22.575Z,Ethereum,ethereum,2065.5200,10594.0700,0.0516140970
2026-02-26T11:00:24.567Z,BNB Chain,binancecoin,625.8200,3209.8500,0.0500000000
2026-02-26T11:00:25.006Z,Polygon,polygon-ecosystem-token,0.1105,0.5669,107.5573517000
2026-02-26T11:15:21.234Z,Ethereum,ethereum,2064.5000,10587.5600,0.0545476700
2026-02-26T11:15:22.572Z,BNB Chain,binancecoin,625.3700,3207.1500,0.0500000000
2026-02-26T11:15:23.024Z,Polygon,polygon-ecosystem-token,0.1103,0.5658,114.4414824000
2026-02-26T11:30:23.388Z,Ethereum,ethereum,2058.9400,10559.7000,0.0593458890
2026-02-26T11:30:25.824Z,BNB Chain,binancecoin,623.3300,3196.8700,0.0500000000
2026-02-26T11:30:26.437Z,Polygon,polygon-ecosystem-token,0.1098,0.5629,143.6970133000
2026-02-26T11:45:14.466Z,Ethereum,ethereum,2059.3900,10565.2900,0.0529921690
2026-02-26T11:45:17.000Z,BNB Chain,binancecoin,623.8000,3200.2900,0.0500000000
2026-02-26T11:45:17.630Z,Polygon,polygon-ecosystem-token,0.1099,0.5638,139.7251119000
2026-02-26T12:00:15.792Z,Ethereum,ethereum,2057.0800,10550.7600,0.0450208280
2026-02-26T12:00:18.049Z,BNB Chain,binancecoin,623.3100,3196.9800,0.0500000000
2026-02-26T12:00:18.677Z,Polygon,polygon-ecosystem-token,0.1098,0.5633,100.4600767000
2026-02-26T12:15:22.544Z,Ethereum,ethereum,2063.0500,10588.1700,0.0703955170
2026-02-26T12:15:25.038Z,BNB Chain,binancecoin,624.3600,3204.4100,0.0500000000
2026-02-26T12:15:25.671Z,Polygon,polygon-ecosystem-token,0.1100,0.5647,168.9904035000
2026-02-26T12:30:28.924Z,Ethereum,ethereum,2066.0800,10602.7000,0.0578460890
2026-02-26T12:30:31.411Z,BNB Chain,binancecoin,625.4300,3209.5600,0.0500000000
2026-02-26T12:30:32.057Z,Polygon,polygon-ecosystem-token,0.1105,0.5668,94.3908193600
2026-02-26T12:45:21.606Z,Ethereum,ethereum,2068.6100,10626.0300,0.0840182310
2026-02-26T12:45:23.789Z,BNB Chain,binancecoin,626.3300,3217.3200,0.0500000000
2026-02-26T12:45:24.252Z,Polygon,polygon-ecosystem-token,0.1107,0.5687,209.3707903000
2026-02-26T13:00:29.193Z,Ethereum,ethereum,2069.5600,10633.1900,0.0647494270
2026-02-26T13:00:31.244Z,BNB Chain,binancecoin,626.3600,3218.1700,0.0500000000
2026-02-26T13:15:22.282Z,Ethereum,ethereum,2064.9800,10586.7200,0.0614812460
2026-02-26T13:15:25.149Z,BNB Chain,binancecoin,625.6000,3207.3400,0.0500000000
2026-02-26T13:15:25.873Z,Polygon,polygon-ecosystem-token,0.1107,0.5676,170.5854390000
2026-02-26T13:30:22.184Z,Ethereum,ethereum,2069.4600,10620.6700,0.0608953890
2026-02-26T13:30:25.250Z,BNB Chain,binancecoin,626.4600,3215.0800,0.0500000000
2026-02-26T13:30:25.907Z,Polygon,polygon-ecosystem-token,0.1108,0.5687,88.6081162900
2026-02-26T13:45:29.590Z,Ethereum,ethereum,2068.0200,10612.2600,0.0962221140
2026-02-26T13:45:31.908Z,BNB Chain,binancecoin,626.8600,3216.7800,0.0500000000
2026-02-26T13:45:32.649Z,Polygon,polygon-ecosystem-token,0.1109,0.5692,223.9447356000
2026-02-26T14:00:29.273Z,Ethereum,ethereum,2065.6400,10596.1000,0.1120547960
2026-02-26T14:00:32.196Z,BNB Chain,binancecoin,626.4000,3213.2400,0.0500000000
2026-02-26T14:00:32.824Z,Polygon,polygon-ecosystem-token,0.1111,0.5697,107.1813710000
2026-02-26T14:15:15.067Z,Ethereum,ethereum,2066.7500,10618.1600,0.2289947190
2026-02-26T14:15:17.829Z,BNB Chain,binancecoin,627.6000,3224.3700,0.0500000000
2026-02-26T14:15:18.469Z,Polygon,polygon-ecosystem-token,0.1111,0.5708,117.4154341000
2026-02-26T14:30:31.311Z,BNB Chain,binancecoin,627.8700,3225.1200,0.0500000000
2026-02-26T14:30:33.508Z,Polygon,polygon-ecosystem-token,0.1115,0.5726,282.9183753000
2026-02-26T14:45:33.164Z,BNB Chain,binancecoin,625.2200,3214.7700,0.0500000000
2026-02-26T14:45:35.716Z,Polygon,polygon-ecosystem-token,0.1109,0.5701,373.2638527000
2026-02-26T15:00:33.678Z,BNB Chain,binancecoin,625.4500,3221.9800,0.0500000000
2026-02-26T15:00:36.334Z,Polygon,polygon-ecosystem-token,0.1107,0.5704,156.8209341000
2026-02-26T15:15:32.890Z,BNB Chain,binancecoin,624.3100,3212.3200,0.0500000000
2026-02-26T15:15:35.588Z,Polygon,polygon-ecosystem-token,0.1104,0.5678,148.8806665000
2026-02-26T15:30:32.221Z,BNB Chain,binancecoin,620.1400,3198.6600,0.0500000000
2026-02-26T15:30:34.978Z,Polygon,polygon-ecosystem-token,0.1105,0.5699,196.1662484000
2026-02-26T15:45:13.732Z,Ethereum,ethereum,2028.3400,10446.7500,0.4730209200
2026-02-26T15:45:16.332Z,BNB Chain,binancecoin,622.8800,3208.0600,0.0500000000
2026-02-26T15:45:17.043Z,Polygon,polygon-ecosystem-token,0.1104,0.5686,0.4420518950
